id,age,gender,income,loan_amount,credit_score,ethnicity,residence,loan_approved
1263,57,F,26596,47530,410,B,rural,1
1264,35,F,80355,43737,915,B,urban,1
1265,42,F,27974,17178,826,B,rural,1
1266,50,M,81673,43936,970,C,urban,1
1267,64,F,108433,32018,456,B,urban,1
1268,57,F,85202,22097,838,C,urban,1
1269,60,M,89442,19096,896,B,rural,1
1270,29,M,36818,44971,308,B,rural,1
1271,61,F,58246,8545,575,D,suburban,1
1272,53,F,70598,29798,526,B,urban,1
1273,65,F,17654,5863,485,D,suburban,0
1274,21,M,48758,21148,890,A,suburban,1
1275,22,F,39204,26009,515,A,urban,1
1276,54,M,49928,22809,732,B,urban,1
1277,25,M,68609,23688,868,C,suburban,1
1278,59,M,45552,5653,955,C,urban,1
1279,66,M,25336,13129,655,A,urban,1
1280,45,M,62037,31418,691,A,suburban,1
1281,48,M,31206,28118,878,B,suburban,1
1282,26,M,49831,5443,574,A,rural,1
1283,68,M,58563,32041,793,B,urban,1
1284,46,F,33361,28843,916,B,suburban,1
1285,31,M,56335,26053,750,B,urban,1
1286,57,M,89469,35848,719,A,urban,1
1287,58,F,40816,42874,999,A,suburban,1
1288,39,M,30619,42204,463,B,urban,1
1289,28,F,118223,47240,862,A,urban,1
1290,40,M,107479,40807,937,B,suburban,1
1291,18,M,41819,33213,891,D,urban,1
1292,63,F,26741,13291,482,A,rural,0
1293,54,F,23798,48046,609,A,urban,1
1294,38,F,40143,21285,316,A,urban,1
1295,43,F,64695,31886,745,D,urban,1
1296,63,F,47747,18944,469,A,urban,1
1297,53,M,114187,40505,579,D,rural,1
1298,40,M,36182,28340,639,B,suburban,1
1299,18,M,24415,35025,818,B,urban,1
1300,68,M,26085,6607,310,A,suburban,1
1301,57,F,30008,7953,823,B,rural,1
1302,32,F,102638,49941,921,B,urban,1
1303,38,M,33452,10933,432,B,urban,1
1304,64,F,79075,16386,939,B,urban,1
1305,26,F,23120,9682,447,B,rural,1
1306,26,M,79385,49052,865,B,urban,1
1307,27,M,88356,16154,378,B,urban,1
1308,69,M,33170,14047,645,B,suburban,1
1309,43,M,31259,27993,908,C,suburban,1
1310,58,M,37099,15338,548,A,rural,1
1311,52,F,24649,19323,938,B,urban,1
1312,69,M,110791,42693,841,B,suburban,1
1313,42,M,74258,28634,323,A,rural,1
1314,43,F,56037,31292,770,B,urban,1
1315,28,F,26805,43551,500,A,urban,1
1316,55,F,58147,14917,430,A,suburban,1
1317,19,M,89280,15145,933,D,suburban,1
1318,24,M,61053,34717,655,B,urban,1
1319,35,F,112841,44491,449,B,urban,1
1320,44,M,106393,21905,825,D,suburban,1
1321,51,M,91215,35273,603,A,suburban,1
1322,44,F,110365,31234,840,D,rural,1
1323,34,F,25985,18349,349,A,rural,1
1324,60,M,108823,6002,763,B,urban,1
1325,61,M,27391,44034,539,C,rural,1
1326,68,M,19861,37573,781,D,urban,1
1327,41,M,78582,32803,754,C,rural,1
1328,42,M,66928,16330,582,B,suburban,1
1329,24,M,49364,31504,634,B,suburban,1
1330,69,M,97399,19980,651,A,suburban,1
1331,23,F,112035,12017,967,C,urban,1
1332,41,F,108330,46353,948,A,urban,1
1333,50,F,57923,21011,626,B,urban,1
1334,66,M,22919,23001,635,C,rural,1
1335,46,M,70896,22044,965,D,urban,1
1336,60,M,100818,43292,380,B,urban,1
1337,39,M,62396,10250,386,C,rural,1
1338,43,M,49840,45280,557,A,urban,1
1339,45,F,57255,28289,484,A,rural,1
1340,67,F,86160,38087,991,B,urban,1
1341,38,F,114242,15416,997,B,urban,1
1342,66,M,23176,30159,422,C,urban,1
1343,24,F,48529,41368,395,C,rural,1
1344,34,M,71406,10279,904,A,urban,1
1345,37,M,27941,30157,814,C,urban,1
1346,58,M,16669,20494,742,A,suburban,0
1347,66,F,100782,30574,813,A,rural,1
1348,37,F,59859,30333,670,A,urban,1
1349,39,M,70786,38050,604,C,suburban,1
1350,45,F,66083,37263,656,B,suburban,1
1351,57,F,55076,37539,447,A,suburban,1
1352,66,M,35323,19030,584,B,urban,1
1353,24,M,114430,27721,956,B,urban,1
1354,18,M,21021,10166,561,D,urban,1
1355,49,F,119741,12121,873,B,suburban,1
1356,30,M,54807,19677,790,A,urban,1
1357,47,F,65355,36241,330,D,suburban,1
1358,40,M,117439,21373,567,A,urban,1
1359,68,F,59732,26873,311,C,urban,1
1360,36,M,23711,42664,490,B,suburban,1
1361,49,F,78079,6293,699,A,rural,1
1362,47,F,22904,27443,836,C,suburban,1
1363,46,F,79033,44725,390,A,urban,1
1364,66,F,115587,23595,899,D,urban,1
1365,62,M,101478,14740,800,A,suburban,1
1366,46,F,104787,17559,600,B,suburban,1
1367,47,M,70096,47741,410,C,suburban,1
1368,33,M,105594,44044,379,A,urban,1
1369,57,F,115781,26747,951,B,rural,1
1370,36,M,18093,45920,732,D,rural,1
1371,35,F,39918,12973,716,C,urban,1
1372,18,F,87743,20333,513,B,suburban,1
1373,31,M,77636,35129,746,C,urban,1
1374,68,F,73806,5037,317,D,urban,1
1375,64,M,24394,43758,353,A,urban,1
1376,67,M,107510,37311,908,B,suburban,1
1377,19,M,108708,43206,539,A,urban,1
1378,45,F,112819,33207,717,D,rural,1
1379,66,F,119531,48624,785,C,urban,1
1380,67,F,28280,38241,743,D,urban,1
1381,47,F,51303,5058,865,D,urban,1
1382,55,M,42453,7636,898,A,suburban,1
1383,68,M,75695,35635,422,A,urban,1
1384,21,F,83449,19834,719,A,urban,1
1385,18,M,40765,20577,865,B,urban,1
1386,25,M,17340,32190,515,C,urban,1
1387,46,M,106715,12296,719,C,urban,1
1388,56,F,108409,26383,850,B,urban,1
1389,20,F,53057,29660,527,B,urban,1
1390,49,M,15597,47493,536,C,suburban,1
1391,27,M,72988,7674,943,A,urban,1
1392,27,F,109655,48833,629,A,suburban,1
1393,36,F,30025,27820,768,B,urban,1
1394,63,M,22145,24504,979,B,urban,1
1395,51,F,116206,30666,786,D,suburban,1
1396,50,M,70797,48794,848,B,suburban,1
1397,40,M,56723,7076,878,C,rural,1
1398,45,F,88230,42555,922,B,urban,1
1399,49,F,19830,37406,714,A,rural,1
1400,67,M,38930,45262,518,A,suburban,0
1401,24,F,38752,30784,680,A,rural,1
1402,46,F,91025,26125,386,A,rural,1
1403,25,F,113228,28216,760,B,urban,1
1404,18,F,96304,7581,710,B,urban,1
1405,20,F,77040,20600,990,C,suburban,1
1406,41,M,82696,35284,824,B,urban,1
1407,40,M,79648,25171,746,A,rural,1
1408,25,M,70030,30091,599,C,urban,1
1409,64,M,71815,19333,707,B,rural,1
1410,54,F,100669,35535,936,D,urban,1
1411,20,F,50690,28487,674,D,urban,1
1412,68,M,103406,15404,532,C,rural,1
1413,50,M,105032,48934,937,C,urban,1
1414,45,M,72923,38700,949,A,urban,1
1415,64,M,51572,23047,348,A,urban,1
1416,25,F,69030,46516,485,D,rural,1
1417,51,M,82904,20577,504,B,suburban,1
1418,52,F,117236,29298,377,B,rural,1
1419,49,F,44203,20015,780,D,suburban,1
1420,41,M,92088,30568,685,C,urban,1
1421,31,M,20608,31204,493,A,urban,1
1422,49,M,60667,36748,402,A,urban,1
1423,63,F,70547,31267,916,A,suburban,1
1424,60,F,37485,26236,675,C,suburban,1
1425,33,M,24862,37615,586,B,urban,0
1426,21,F,118835,6104,781,D,urban,1
1427,69,F,90948,22654,549,C,urban,1
1428,54,M,101890,47369,500,A,urban,1
1429,38,M,86880,8646,835,A,urban,1
1430,31,F,72560,26471,760,B,urban,1
1431,48,F,98529,30906,599,D,urban,1
1432,65,F,109218,26107,777,A,rural,1
1433,35,F,43415,19878,382,D,urban,1
1434,24,F,79523,14145,757,B,rural,1
1435,27,M,34323,28042,990,A,urban,1
1436,24,F,68214,23226,597,D,suburban,1
1437,50,F,32997,7802,663,A,urban,1
1438,40,F,72003,29119,339,C,suburban,0
1439,38,M,18679,32185,924,A,urban,1
1440,36,M,110025,11105,639,D,urban,1
1441,65,M,55308,7749,815,D,rural,1
1442,36,M,90024,47949,407,D,suburban,1
1443,53,M,54842,39129,615,A,urban,1
1444,46,F,80408,29512,413,A,urban,1
1445,35,F,84532,41541,466,B,urban,1
1446,19,M,68938,18495,560,A,suburban,1
1447,18,F,20695,7064,917,C,suburban,1
1448,64,M,110740,35078,523,B,urban,1
1449,22,M,73499,35011,561,A,urban,1
1450,37,M,38382,10616,550,C,urban,1
1451,28,F,29235,12975,825,D,urban,1
1452,59,M,77223,15960,425,D,suburban,1
1453,19,M,17366,32992,505,B,suburban,1
1454,20,M,42467,26387,439,B,suburban,1
1455,40,F,74316,20324,361,A,urban,1
1456,29,M,21764,11243,582,A,rural,1
1457,37,F,105896,37628,353,B,urban,1
1458,22,F,76836,14560,645,D,suburban,1
1459,54,F,46923,46098,823,A,rural,1
1460,55,F,110711,9923,435,A,suburban,1
1461,47,M,31292,44235,629,A,urban,1
1462,26,M,16614,26325,443,A,urban,1
1463,51,F,35939,32949,735,A,rural,1
1464,61,M,33800,27821,581,B,urban,1
1465,52,F,71440,11076,435,B,suburban,1
1466,69,F,38246,27032,788,A,urban,1
1467,39,F,67805,13001,700,A,urban,1
1468,61,F,64648,20303,748,C,urban,1
1469,41,F,71851,21457,934,B,urban,1
1470,34,F,46688,46443,927,A,rural,1
1471,27,M,108498,17303,968,D,rural,1
1472,47,F,44764,20128,569,B,suburban,1
1473,63,M,47470,23280,316,B,urban,1
1474,40,M,53501,44427,568,D,urban,1
1475,49,F,72207,36644,781,B,suburban,1
1476,34,M,77157,43014,518,D,urban,1
1477,67,M,18216,11967,618,D,suburban,1
1478,68,M,37072,11661,537,A,urban,1
1479,34,F,108778,17416,844,D,suburban,1
1480,31,F,52132,5510,584,A,rural,1
1481,26,F,32861,46382,336,A,urban,1
1482,57,M,79186,40200,402,D,rural,1
1483,19,F,19960,6906,729,D,suburban,1
1484,62,F,33781,30534,953,C,suburban,1
1485,42,M,46126,21448,538,A,urban,1
1486,56,M,37578,42696,944,B,urban,1
1487,26,M,32883,9710,424,B,rural,1
1488,39,F,44782,49308,864,A,suburban,1
1489,60,F,71387,43892,899,D,suburban,1
1490,63,F,31979,45605,909,B,suburban,1
1491,21,M,48746,20583,906,A,urban,1
1492,43,F,81266,22184,487,A,rural,1
1493,46,F,15056,29853,555,B,urban,1
1494,62,F,46457,11109,884,C,rural,1
1495,51,F,17243,47677,829,A,urban,1
1496,40,M,70031,11659,975,C,urban,1
1497,54,M,16701,6238,691,A,urban,1
1498,28,F,71381,20064,957,B,rural,1
1499,23,F,65438,36115,767,C,rural,1
1500,35,F,88839,36952,552,A,rural,1
1501,38,M,95636,10620,971,B,urban,1
1502,59,F,81483,39254,860,C,urban,1
1503,53,M,35505,42449,475,B,suburban,1
1504,58,M,21553,49258,765,B,urban,1
1505,55,F,48525,9470,876,D,suburban,1
1506,51,F,95402,27003,588,D,suburban,1
1507,34,M,111008,32571,349,A,urban,1
1508,54,M,59348,29668,303,C,suburban,1
1509,42,M,86187,16723,930,A,rural,1
1510,55,M,22273,36040,799,A,rural,1
1511,29,F,79236,44945,975,A,suburban,1
1512,40,F,90569,37046,522,D,suburban,1
1513,59,M,18535,10441,967,B,urban,1
1514,39,F,33677,16719,561,A,urban,1
1515,38,F,98024,10397,984,A,urban,1
1516,44,F,15908,39389,834,D,urban,1
1517,48,M,85153,22945,675,B,urban,1
1518,23,F,110967,27233,360,B,urban,1
1519,44,M,103989,22800,655,D,rural,1
1520,57,M,50079,9190,945,C,suburban,1
1521,51,M,96556,42822,323,A,urban,1
1522,29,M,64323,6130,592,B,urban,1
1523,62,M,60320,19071,856,D,urban,1
1524,24,M,107098,24981,990,D,urban,1
1525,27,M,104909,49704,655,A,urban,1
1526,62,F,61105,7118,874,A,rural,1
1527,34,F,45164,5663,328,A,suburban,0
1528,43,M,16885,20735,656,B,suburban,1
1529,38,F,72819,24158,664,C,urban,1
1530,45,F,16049,36087,907,A,urban,1
1531,63,F,68281,27578,708,C,urban,1
1532,19,M,58271,24874,565,C,suburban,1
1533,60,F,81697,47531,590,C,suburban,1
1534,18,F,81351,22907,866,D,urban,1
1535,68,F,51534,45821,452,B,rural,1
1536,53,M,108034,27787,518,B,urban,1
1537,68,F,73097,26705,472,C,suburban,1
1538,43,F,68813,8845,907,D,suburban,1
1539,46,F,40037,44069,934,A,urban,1
1540,38,M,51007,49653,311,D,suburban,1
1541,28,M,94478,21482,815,A,urban,1
1542,57,F,42278,40056,661,A,urban,1
1543,28,F,23272,31090,878,A,urban,1
1544,53,M,72183,25681,956,D,urban,1
1545,66,F,114173,37252,776,B,urban,1
1546,56,M,53294,12796,876,A,suburban,1
1547,57,F,88277,12263,381,D,urban,1
1548,52,F,77509,17777,916,C,urban,1
1549,51,F,19694,46538,992,D,suburban,1
1550,64,F,110842,25343,639,A,rural,1
1551,41,M,73150,45153,740,A,suburban,1
1552,39,F,82470,19862,916,B,rural,1
1553,22,M,36556,46232,525,C,suburban,1
1554,50,F,79471,42649,670,C,urban,1
1555,53,F,64855,20691,327,C,suburban,1
1556,64,F,64086,30028,315,C,urban,1
1557,37,M,33907,47135,576,A,urban,1
1558,36,F,86695,36066,632,C,urban,1
1559,52,M,63487,38181,782,B,urban,1
1560,69,M,44158,22934,865,A,suburban,1
1561,60,F,35293,25910,587,A,suburban,1
1562,34,M,60761,12141,413,C,urban,1
1563,62,F,114468,21225,337,D,rural,1
1564,60,M,48387,39714,753,A,suburban,1
1565,51,M,55750,26587,465,A,urban,1
1566,26,F,83602,37959,993,A,rural,1
1567,43,F,36256,19175,504,D,urban,1
1568,19,M,115641,15051,544,C,suburban,1
1569,26,F,20594,10892,632,D,urban,1
1570,26,F,17460,8449,695,D,suburban,1
1571,57,F,87356,46095,806,B,rural,1
1572,34,M,69698,43677,420,A,suburban,1
1573,18,F,116746,17393,558,B,urban,1
1574,42,F,31191,34190,709,A,urban,1
1575,60,F,99631,39709,609,A,urban,1
1576,57,M,25529,36533,367,A,suburban,1
1577,59,F,47175,31141,413,C,urban,1
1578,42,F,32675,41989,519,B,urban,1
1579,56,F,58158,28908,519,B,suburban,1
1580,52,M,61798,44311,772,B,urban,1
1581,20,F,85910,37322,685,A,rural,1
1582,67,F,40976,19012,597,C,urban,1
1583,54,M,78116,39889,905,C,urban,1
1584,61,M,93678,22412,552,A,urban,1
1585,61,F,77821,35614,704,C,rural,1
1586,68,M,27204,49494,791,B,urban,1
1587,47,F,70665,29657,656,A,urban,1
1588,55,F,22394,10656,727,A,suburban,0
1589,51,F,79814,13967,514,D,suburban,1
1590,29,M,48593,24422,679,A,urban,1
1591,36,M,56964,20764,513,B,suburban,1
1592,54,F,92188,20873,397,D,urban,1
1593,61,M,114276,33949,827,B,urban,1
1594,66,F,68365,48847,965,A,suburban,1
1595,34,M,15443,7271,827,D,urban,1
1596,27,M,104439,6607,919,B,rural,1
1597,66,M,114058,24523,834,C,urban,1
1598,64,F,43180,32990,853,C,suburban,1
1599,29,F,63791,8665,848,C,urban,1
1600,33,M,101655,21308,627,D,rural,1
1601,41,M,90899,10852,464,D,urban,1
1602,36,M,58665,10462,415,C,rural,1
1603,25,F,118700,36795,449,D,urban,1
1604,48,M,112077,9270,817,D,suburban,1
1605,38,F,18465,29491,331,D,suburban,0
1606,34,F,83247,41230,956,C,urban,1
1607,40,F,66559,5347,592,A,urban,1
1608,54,M,40198,37830,988,C,rural,1
1609,33,F,69740,6783,476,A,urban,1
1610,23,M,37488,33390,360,B,suburban,1
1611,25,M,53515,13417,888,A,urban,1
1612,42,F,104144,11566,715,D,rural,1
1613,35,F,42898,22426,682,B,suburban,1
1614,42,M,16919,35750,897,C,urban,1
1615,29,M,65070,15872,306,B,urban,1
1616,32,F,77613,33695,384,A,urban,1
1617,43,M,111707,6234,697,B,urban,1
1618,58,F,101135,39752,692,C,urban,1
1619,62,F,97501,33832,346,D,rural,1
1620,43,M,62003,22978,640,A,rural,1
1621,64,M,63478,27641,797,A,urban,1
1622,49,M,29434,32127,905,C,suburban,1
1623,27,F,61246,39720,777,A,urban,1
1624,33,F,51649,23079,725,A,urban,1
1625,24,M,74030,22338,725,A,urban,1
1626,34,F,68061,8291,814,C,suburban,1
1627,40,F,16999,13548,428,A,rural,1
1628,43,M,29849,49555,548,B,urban,1
1629,38,F,91439,38736,430,D,urban,1
1630,39,M,67800,33022,988,C,urban,1
1631,24,M,20445,9234,622,B,rural,0
1632,31,M,115932,31720,842,B,urban,1
1633,32,M,33040,46106,365,A,suburban,1
1634,24,M,79315,45117,400,A,rural,1
1635,26,M,15246,18368,330,A,urban,1
1636,68,F,46153,13734,490,B,suburban,0
1637,65,F,20212,46651,877,B,urban,1
1638,25,F,18339,38793,714,D,rural,0
1639,67,M,103678,17197,799,D,urban,1
1640,40,M,71238,8359,894,A,rural,1
1641,46,M,34394,43025,345,C,rural,1
1642,35,F,68871,40719,388,A,suburban,1
1643,48,F,115672,12389,997,C,urban,1
1644,47,M,92722,19952,674,A,suburban,1
1645,69,M,49607,34075,545,D,urban,1
1646,56,F,67055,23939,857,D,urban,1
1647,52,M,119509,20624,556,A,urban,1
1648,35,M,19395,6735,651,C,suburban,1
1649,59,F,30290,29315,872,C,rural,1
1650,56,F,102687,22422,404,B,rural,1
1651,34,M,80078,44137,636,C,suburban,1
1652,31,M,18691,12127,825,C,suburban,1
1653,48,F,22470,40680,600,D,rural,1
1654,41,M,18841,17606,376,C,rural,0
1655,52,M,117652,37743,810,B,urban,1
1656,61,M,78197,39010,529,D,urban,1
1657,62,M,70773,20636,978,D,urban,1
1658,51,M,32776,30348,877,B,suburban,1
1659,20,F,86596,15108,331,A,suburban,1
1660,54,M,42584,13098,907,C,rural,1
1661,60,M,19300,41180,357,D,rural,1
1662,57,F,18338,23883,403,A,urban,1
1663,43,F,77601,49400,611,B,urban,1
1664,40,F,20487,12160,945,A,urban,1
1665,61,F,51282,24929,366,C,urban,1
1666,56,M,110065,22597,989,D,urban,1
1667,32,F,110798,16123,673,B,rural,1
1668,66,M,91816,33357,534,B,urban,1
1669,21,F,43804,9960,942,D,suburban,1
1670,46,M,24915,38556,411,A,urban,1
1671,39,F,26158,23255,688,D,urban,1
1672,42,F,89157,18350,707,B,rural,1
1673,30,M,25547,35881,353,B,suburban,1
1674,35,F,103713,23409,538,B,urban,1
1675,50,F,17459,37635,594,C,rural,1
1676,33,F,43768,7446,411,D,urban,1
1677,62,M,78146,35657,387,D,suburban,1
1678,59,F,118577,26207,775,D,urban,1
1679,61,M,65870,13752,603,A,suburban,1
1680,19,M,118727,18440,604,B,urban,1
1681,52,M,65460,49864,589,B,suburban,1
1682,59,M,97970,11499,507,D,suburban,1
1683,51,F,75817,26139,881,B,urban,1
1684,47,M,53247,19767,669,D,rural,1
1685,30,F,30419,27343,519,D,urban,1
1686,30,M,115553,32712,530,B,rural,1
1687,35,M,50577,24673,648,D,urban,1
1688,49,M,17921,34488,554,D,suburban,1
1689,49,M,19676,31520,751,D,suburban,1
1690,52,M,100961,49105,441,C,urban,1
1691,56,M,115721,20784,368,D,urban,1
1692,63,F,64684,43079,388,A,suburban,1
1693,69,M,28463,49220,435,C,rural,0
1694,46,M,40474,25491,954,A,rural,1
1695,66,M,55935,40268,998,A,urban,1
1696,46,F,82005,19718,822,D,urban,1
1697,61,F,73596,40597,959,C,suburban,1
1698,33,M,87828,37815,741,A,suburban,1
1699,61,M,105945,40132,337,B,rural,1
1700,64,M,104062,31832,507,D,urban,1
1701,27,F,70152,36862,509,D,urban,1
1702,47,M,104001,17864,812,A,suburban,1
1703,42,M,111491,27842,659,D,urban,1
1704,56,M,107321,13177,876,B,suburban,1
1705,37,M,101569,45699,300,C,urban,1
1706,22,M,87467,16844,680,C,urban,1
1707,18,F,67576,13594,836,D,suburban,1
1708,47,M,81627,18418,693,D,urban,1
1709,66,F,40772,39854,349,A,urban,1
1710,20,M,31363,28108,695,C,rural,1
1711,62,M,43490,15419,331,B,rural,1
1712,31,F,74004,27539,844,B,rural,1
1713,47,M,68806,49370,533,B,rural,1
1714,67,F,15260,48950,325,B,urban,1
1715,21,F,90992,17835,853,B,urban,1
1716,35,M,37320,22533,733,A,urban,1
1717,54,F,93971,34515,360,C,rural,1
1718,42,M,57145,40921,852,C,suburban,1
1719,65,F,78688,46968,740,B,suburban,1
1720,18,M,63581,27322,429,D,rural,1
1721,63,F,107561,15223,653,A,suburban,1
1722,32,M,108645,15273,497,B,urban,1
1723,26,F,35754,38519,962,B,urban,1
1724,32,F,84837,29160,993,A,urban,1
1725,66,F,22207,13849,670,A,urban,1
1726,41,F,42920,30656,446,D,urban,1
1727,21,F,102739,15348,797,B,suburban,1
1728,29,F,102081,22924,347,B,urban,1
1729,54,M,39016,43935,950,B,suburban,1
1730,54,M,111634,44132,471,D,urban,1
1731,60,M,75522,6983,912,B,rural,1
1732,23,M,89092,29890,998,D,suburban,1
1733,56,M,69068,19629,614,B,rural,1
1734,63,F,35102,16273,675,B,urban,1
1735,41,M,119429,36739,832,A,urban,1
1736,28,F,16924,45416,719,D,suburban,1
1737,30,M,100015,12894,695,C,urban,1
1738,51,M,119987,29343,821,B,urban,1
1739,42,F,69333,48095,486,A,urban,1
1740,24,F,99458,36174,944,B,urban,1
1741,69,F,99196,49179,332,A,rural,1
1742,21,F,61099,11900,368,B,urban,1
1743,25,M,72346,8800,891,D,rural,1
1744,37,F,90481,40246,490,C,urban,1
1745,46,M,65062,47735,400,A,urban,1
1746,68,M,15306,47926,784,D,suburban,1
1747,62,M,103495,12054,584,D,rural,1
1748,63,M,84767,43827,689,B,suburban,1
1749,27,M,119332,47727,864,B,suburban,1
1750,60,F,27207,49775,459,D,urban,1
1751,51,F,54426,46201,853,C,urban,1
1752,43,M,21336,34373,346,B,urban,1
1753,58,M,90166,32525,458,C,urban,1
1754,66,M,32256,43977,745,A,rural,1
1755,20,M,114445,12115,995,D,rural,1
1756,23,F,64817,36107,822,B,urban,1
1757,22,M,48719,35486,965,C,suburban,1
1758,22,F,57017,18068,454,A,suburban,1
1759,64,M,60704,23640,638,B,urban,1
1760,40,F,45013,37158,664,B,urban,1
1761,66,M,94991,41136,998,B,urban,1
1762,26,F,85258,21128,873,C,suburban,1
1763,52,M,93348,29942,447,A,urban,1
1764,37,F,110812,7827,443,A,rural,1
1765,66,M,51776,20990,402,B,urban,1
1766,59,M,25060,40255,392,C,urban,1
1767,52,F,93592,24987,585,A,urban,1
1768,67,F,21655,25901,723,A,suburban,1
1769,35,F,103110,21277,418,D,suburban,1
1770,34,F,64923,6643,328,A,suburban,1
1771,41,F,93563,28729,810,D,urban,1
1772,20,M,19030,26087,329,B,urban,1
1773,49,M,104779,26818,665,C,urban,1
1774,52,M,48289,5019,437,A,urban,1
1775,55,F,34739,38443,774,D,suburban,1
1776,30,M,114704,14457,862,A,urban,1
1777,64,M,76687,38922,691,B,urban,1
1778,42,F,51491,14820,734,A,urban,1
1779,26,F,110549,37750,533,D,urban,1
1780,21,M,87115,47586,354,D,suburban,1
1781,31,M,98778,41484,591,B,rural,1
1782,54,M,19781,43010,611,B,rural,1
1783,51,M,35448,42790,847,C,suburban,1
1784,28,M,66550,27869,388,D,urban,1
1785,58,F,64294,39421,511,C,suburban,1
1786,20,F,36446,7502,617,D,urban,1
1787,45,F,91579,21665,764,B,suburban,1
1788,46,M,100389,30600,386,A,suburban,1
1789,26,F,100615,34394,708,A,suburban,1
1790,20,M,32101,19086,539,C,urban,1
1791,42,M,81178,41171,999,B,rural,1
1792,51,F,43016,39003,356,A,suburban,0
1793,29,M,33932,18149,412,A,suburban,1
1794,59,M,59653,35394,369,B,urban,1
1795,26,F,105481,19396,991,A,urban,1
1796,32,M,67802,28324,483,A,urban,1
1797,57,F,22549,22169,575,D,urban,1
1798,42,M,93933,49277,532,B,suburban,1
1799,22,F,40362,31243,353,A,rural,1
1800,28,M,62842,36016,556,C,urban,1
1801,51,M,61539,8194,389,D,suburban,1
1802,41,F,48717,37398,962,C,urban,1
1803,32,M,69596,9789,734,A,urban,1
1804,55,M,38016,25159,924,D,rural,1
1805,25,M,70200,48406,707,B,suburban,1
1806,22,M,95268,10350,568,B,suburban,1
1807,65,M,75287,38301,968,C,urban,1
1808,43,M,107447,29977,665,C,urban,1
1809,35,F,98402,41431,650,B,urban,1
1810,23,M,57607,5129,598,D,urban,1
1811,54,M,42621,39626,458,C,urban,1
1812,65,M,27823,32549,786,D,suburban,1
1813,30,M,44986,17342,825,B,urban,1
1814,45,F,79325,41417,654,B,urban,1
1815,22,M,72771,15978,920,B,suburban,1
1816,30,F,69973,42628,700,A,rural,1
1817,34,M,29690,47180,704,A,rural,1
1818,67,F,54107,13833,395,C,rural,1
1819,57,F,72888,38491,869,C,urban,1
1820,62,F,25956,34473,691,A,urban,1
1821,49,F,101839,5737,651,B,rural,1
1822,46,F,71227,34429,965,A,rural,1
1823,68,M,51533,6299,875,D,suburban,1
1824,20,M,110210,5339,969,A,urban,1
1825,57,F,71234,37920,932,C,urban,1
1826,51,M,116131,47381,587,C,rural,1
1827,57,M,82594,24435,822,B,urban,1
1828,44,F,71901,38194,461,A,suburban,1
1829,30,M,26519,29509,916,B,rural,1
1830,62,F,46115,47095,958,D,suburban,1
1831,50,F,81266,49289,481,C,urban,1
1832,23,F,16832,6373,848,C,urban,1
1833,41,F,56368,12082,381,C,urban,1
1834,36,M,103425,30532,823,A,suburban,1
1835,33,M,84715,47661,303,A,suburban,1
1836,57,M,86835,23866,794,D,urban,1
1837,45,M,88366,12593,854,D,urban,1
1838,50,F,52570,14495,350,C,urban,1
1839,65,F,102977,12837,560,C,rural,1
1840,58,M,21615,16172,433,B,rural,1
1841,30,M,87298,23680,898,A,urban,1
1842,60,F,53311,35346,661,C,rural,1
1843,62,M,105245,48085,867,D,suburban,1
1844,42,M,118187,28412,516,B,suburban,1
1845,59,M,38434,27863,367,B,suburban,1
1846,53,F,101879,35804,855,A,suburban,1
1847,44,F,30739,15934,442,A,urban,1
1848,55,F,81202,35723,645,B,suburban,1
1849,24,F,113580,25405,853,D,rural,1
1850,22,M,108419,23748,950,D,urban,1
1851,60,M,94599,10230,884,D,urban,1
1852,62,F,48649,27354,493,C,urban,0
1853,68,M,115364,13954,966,B,urban,1
1854,48,F,62445,28139,545,D,urban,1
1855,40,F,54470,22388,613,B,suburban,1
1856,59,F,89965,44825,683,D,urban,1
1857,27,F,63621,41523,576,C,urban,1
1858,49,F,47926,40614,371,B,rural,0
1859,60,F,52997,40732,428,B,suburban,1
1860,47,M,74940,46646,657,B,urban,1
1861,56,M,55724,26021,997,A,urban,1
1862,48,M,112805,32702,824,B,suburban,1
1863,35,F,46704,40523,519,D,suburban,1
1864,53,M,43391,24116,305,C,urban,0
1865,19,F,78291,11473,923,A,rural,1
1866,31,M,104723,27735,527,B,suburban,1
1867,30,F,17526,39461,316,C,rural,0
1868,46,M,39686,16084,884,B,urban,1
1869,29,F,88339,49771,311,B,urban,1
1870,56,F,113204,33756,897,C,urban,1
1871,19,M,21574,22068,798,B,urban,1
1872,49,M,23733,33916,991,A,urban,1
1873,30,F,65290,7919,933,B,urban,1
1874,63,M,87793,28550,801,B,suburban,1
1875,44,M,51051,41524,369,A,urban,1
1876,66,F,30909,8283,407,B,urban,1
1877,58,F,104682,9691,500,B,rural,1
1878,34,F,92338,28212,351,D,urban,1
1879,57,M,88432,45118,848,C,suburban,1
1880,48,M,43133,33602,928,C,suburban,1
1881,51,F,66571,22540,558,B,rural,1
1882,41,F,94062,40829,781,A,rural,1
1883,62,F,65908,10919,563,B,urban,1
1884,52,M,26278,27277,602,D,rural,1
1885,65,M,66458,22676,875,B,urban,1
1886,23,M,79265,47844,853,B,suburban,1
1887,36,M,71782,14752,854,A,urban,1
1888,47,M,70415,21012,424,D,suburban,1
